,address_line,birth_date,city,country,email,first_name,full_address,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
351,310-79 THORNCLIFFE PARK DR,1999-09-21,TORONTO,Canada,scusty9r@jiathis.com,Sheri,"310-79 THORNCLIFFE PARK DR , TORONTO , ON",2017-10-17,Custy,,,96,9.0,682-404-6388,M4H1L5,ON
352,1328 QUEEN STREET EAST,1981-04-24,TORONTO,Canada,nhurl9s@purevolume.com,Noelle,"1328 QUEEN STREET EAST , TORONTO , ON",2017-12-12,Hurl,,,605,7.0,815-190-7419,M4L1C5,ON
353,1328 QUEEN STREET EAST APT 2,1980-09-04,TORONTO,Canada,tneville9t@bandcamp.com,Thorny,"1328 QUEEN STREET EAST APT 2 , TORONTO , ON",2017-01-23,Neville,,,823,3.0,434-839-1926,M4L1C5,ON
354,191 CRAVEN RD,1977-05-29,TORONTO,Canada,jmaffiotti9u@com.com,Jehu,"191 CRAVEN RD , TORONTO , ON",2015-11-09,Maffiotti,,,191,8.0,814-185-2723,M4L2Z5,ON
355,1810-25 ST MARY ST,1978-11-12,TORONTO,Canada,nbrack9v@adobe.com,Norina,"1810-25 ST MARY ST , TORONTO , ON",2017-09-26,Brack,,,271,10.0,310-276-6219,M4Y1R2,ON
356,19-20 BOULTBEE AVE,1989-01-16,TORONTO,Canada,dasche9w@freewebs.com,Danell,"19-20 BOULTBEE AVE , TORONTO , ON",2017-11-01,Asche,,,971,6.0,859-274-9850,M4J1A5,ON
357,124 FERRIS RD,1998-11-05,TORONTO,Canada,fdwerryhouse9x@reference.com,Forbes,"124 FERRIS RD , TORONTO , ON",2015-05-12,Dwerryhouse,,,775,7.0,850-442-1604,M4B1G8,ON
358,167 KENILWORTH AVE,1989-10-06,TORONTO,Canada,lthorneywork9y@tripadvisor.com,Linc,"167 KENILWORTH AVE , TORONTO , ON",2016-04-19,Thorneywork,,,190,4.0,651-681-2636,M4L3S7,ON
359,2412-235 BLOOR ST E,1983-07-29,TORONTO,Canada,dairey9z@rambler.ru,Dolli,"2412-235 BLOOR ST E , TORONTO , ON",2016-09-21,Airey,,,911,10.0,918-396-9661,M4W3Y3,ON
360,971 COSBURN AVE,1979-10-19,TORONTO,Canada,dkingcotea0@unicef.org,Doll,"971 COSBURN AVE , TORONTO , ON",2016-09-19,Kingcote,,,759,2.0,801-790-4916,M4C2W8,ON
361,309 DAVISVILLE AVE,1978-03-01,TORONTO,Canada,bkleea1@live.com,Bernadine,"309 DAVISVILLE AVE , TORONTO , ON",2017-10-27,Klee,,,182,2.0,908-645-6074,M4S1H1,ON
362,183 GOUGH AVE,1981-08-01,TORONTO,Canada,mhannea2@instagram.com,Maritsa,"183 GOUGH AVE , TORONTO , ON",2015-06-10,Hanne,,,115,4.0,650-881-4817,M4K3P2,ON
363,32 IRWIN AVE,1993-11-04,TORONTO,Canada,kkinfortha3@histats.com,Kin,"32 IRWIN AVE , TORONTO , ON",2017-12-28,Kinforth,,,711,2.0,412-506-9177,M4Y1L2,ON
364,30 CHARLES STREET WEST APT 903,1995-10-30,TORONTO,Canada,jpracya4@wikipedia.org,Jareb,"30 CHARLES STREET WEST APT 903 , TORONTO , ON",2016-10-26,Pracy,,,387,10.0,305-947-0338,M4Y1R5,ON
365,32 IRWIN AVE,1981-08-08,TORONTO,Canada,fpoorea5@bandcamp.com,Far,"32 IRWIN AVE , TORONTO , ON",2017-05-24,Poore,,,416,4.0,850-693-3685,M4Y1L2,ON
366,101 CHARLES ST E W  816,1979-10-28,TORONTO,Canada,tkilpatricka6@ameblo.jp,Torre,"101 CHARLES ST E W  816 , TORONTO , ON",2017-01-26,Kilpatrick,,,475,5.0,202-632-1937,M4Y0A9,ON
367,33 SARAH ASHBRIDGE AVE.,1980-09-02,TORONTO,Canada,lkeilinga7@123-reg.co.uk,Lacee,"33 SARAH ASHBRIDGE AVE. , TORONTO , ON",2015-07-24,Keiling,,,494,1.0,561-281-5490,M4L3Y1,ON
368,33 SARAH ASHBRIDGE AVE.,1986-12-26,TORONTO,Canada,bgewera8@cnn.com,Bevan,"33 SARAH ASHBRIDGE AVE. , TORONTO , ON",2016-04-24,Gewer,,,115,4.0,661-830-7382,M4L3Y1,ON
369,533 JONES AVE,1992-06-27,TORONTO,Canada,rkamenaa9@netscape.com,Reeta,"533 JONES AVE , TORONTO , ON",2017-03-04,Kamena,,,608,6.0,757-194-4957,M4J3G8,ON
370,533 JONES AVE,1998-07-01,TORONTO,Canada,lpiolaaa@behance.net,Lucie,"533 JONES AVE , TORONTO , ON",2015-02-04,Piola,,,415,3.0,405-401-7279,M4J3G8,ON
371,150 COSBURN AVENUE APT 903,1980-08-19,EAST YORK,Canada,floughlanab@youtube.com,Farrand,"150 COSBURN AVENUE APT 903 , EAST YORK , ON",2015-05-23,Loughlan,,,318,3.0,740-107-0876,M4J2L9,ON
372,37 GROSVENOR ST,1978-01-27,TORONTO,Canada,segarrac@pagesperso-orange.fr,Shelia,"37 GROSVENOR ST , TORONTO , ON",2016-09-01,Egarr,,,936,4.0,571-511-3435,M4Y3G5,ON
373,265 MAIN STREET 2101,1981-11-30,TORONTO,Canada,dbartolettiad@cbc.ca,Delmore,"265 MAIN STREET 2101 , TORONTO , ON",2017-06-05,Bartoletti,,,629,3.0,808-278-8301,M4C4X3,ON
374,113 HASTINGS AVE,1977-12-31,TORONTO,Canada,hwaymanae@meetup.com,Henderson,"113 HASTINGS AVE , TORONTO , ON",2017-06-01,Wayman,,,675,10.0,480-120-9977,M4L2L1,ON
375,91 GLENCAIRN AVE,1990-03-12,TORONTO,Canada,hcristofaloaf@reference.com,Haven,"91 GLENCAIRN AVE , TORONTO , ON",2015-09-01,Cristofalo,,,509,4.0,518-680-2712,M4R1M7,ON
376,105-86 JONES AVE,1992-11-18,TORONTO,Canada,vbuyersag@oracle.com,Vivienne,"105-86 JONES AVE , TORONTO , ON",2015-09-15,Buyers,,,701,8.0,313-830-6993,M4M2Z8,ON
377,82 WESTVIEW BLVD,1987-11-24,EAST YORK,Canada,lbaswallah@1und1.de,Linette,"82 WESTVIEW BLVD , EAST YORK , ON",2016-02-01,Baswall,,,207,8.0,702-615-5331,M4B3J1,ON
378,157 OAK PARK AVE,1999-02-16,EAST YORK,Canada,dsakerai@examiner.com,Des,"157 OAK PARK AVE , EAST YORK , ON",2017-06-02,Saker,,,874,7.0,312-455-6558,M4C4M9,ON
379,221 BALLIOL STREET 1811,1979-10-25,TORONTO,Canada,vrigleraj@webs.com,Valeria,"221 BALLIOL STREET 1811 , TORONTO , ON",2015-04-09,Rigler,,,456,5.0,646-497-7719,M4S1C8,ON
380,405-197 WELLESLEY ST E,1995-12-17,TORONTO,Canada,lelcoatak@google.cn,Leesa,"405-197 WELLESLEY ST E , TORONTO , ON",2017-06-19,Elcoat,,,451,7.0,210-663-5008,M4X1E9,ON
381,472 COSBURN AVE APR A,1989-04-01,EAST YORK,Canada,tpaulial@answers.com,Tiff,"472 COSBURN AVE APR A , EAST YORK , ON",2015-10-01,Pauli,,,698,7.0,408-556-2927,M4J2N5,ON
382,302-25 YORKVILLE AVE,1982-11-02,TORONTO,Canada,tstpierream@issuu.com,Timothy,"302-25 YORKVILLE AVE , TORONTO , ON",2017-04-03,St Pierre,,,696,2.0,503-847-6495,M4W1L1,ON
383,200 BALLIOL STREET SUITE 1901,,TORONTO,,cbackwellan@domainmarket.com,Cassaundra,"200 BALLIOL STREET SUITE 1901 , TORONTO , ON",2015-04-21,Backwell,,,482,,,M4S1C6,ON
384,1008-195 BARRINGTON AVE,1997-09-08,TORONTO,Canada,thughesdonao@angelfire.com,Tudor,"1008-195 BARRINGTON AVE , TORONTO , ON",2015-04-14,Hughesdon,,,123,8.0,832-769-2513,M4C5M7,ON
385,565 KINGSTON RD,1989-07-12,TORONTO,Canada,nblazekap@washington.edu,Normy,"565 KINGSTON RD , TORONTO , ON",2016-02-24,Blazek,,,358,2.0,859-476-9044,M4E1R2,ON
386,5 MASSEY SQUARE SUITE 719,1984-09-22,TORONTO,Canada,jgronoweaq@usnews.com,Jeanelle,"5 MASSEY SQUARE SUITE 719 , TORONTO , ON",2017-09-08,Gronowe,,,427,3.0,443-974-1277,M4C5L6,ON
387,155 WESTLAKE AVE,1978-05-30,TORONTO,Canada,fnorridgear@home.pl,Flinn,"155 WESTLAKE AVE , TORONTO , ON",2015-04-27,Norridge,,,392,6.0,323-918-9236,M4C4S1,ON
388,9 VENTNOR AVE,1998-12-27,TORONTO,Canada,sechalieas@cpanel.net,Stella,"9 VENTNOR AVE , TORONTO , ON",2015-12-23,Echalie,,,740,7.0,585-523-7074,M4C2Z6,ON
389,236 FIRST AVE,1986-09-11,TORONTO,Canada,kreggioat@yelp.com,Katheryn,"236 FIRST AVE , TORONTO , ON",2016-10-01,Reggio,,,643,10.0,330-271-8161,M4M1X4,ON
390,20 BURKEBROOK PL TH9,1978-09-08,EAST YORK,Canada,eokynsillagheau@weather.com,Elvera,"20 BURKEBROOK PL TH9 , EAST YORK , ON",2015-01-04,O'Kynsillaghe,,,636,7.0,502-348-1131,M4G0A1,ON
391,58 MILLWOOD RD,1979-06-25,TORONTO,Canada,aandreazziav@blogtalkradio.com,Antonella,"58 MILLWOOD RD , TORONTO , ON",2017-07-11,Andreazzi,,,391,3.0,619-337-4738,M4S1J7,ON
392,120 LEACREST RD,1976-11-26,TORONTO,Canada,dnewloveaw@walmart.com,Dante,"120 LEACREST RD , TORONTO , ON",2017-12-17,Newlove,,,191,1.0,248-405-5961,M4G1E8,ON
393,707-77 DAVISVILLE AVE,1995-04-21,TORONTO,Canada,ehealesax@usa.gov,Elisabet,"707-77 DAVISVILLE AVE , TORONTO , ON",2015-05-08,Heales,,,492,3.0,646-839-8789,M4S1G4,ON
394,104 - 80 GOWAN AVE,1979-07-17,TORONTO,Canada,yimpeyay@yellowpages.com,Yevette,"104 - 80 GOWAN AVE , TORONTO , ON",2015-11-03,Impey,,,922,1.0,540-353-0962,M4K2E1,ON
395,86 WOODLAWN AVE E,1992-01-11,TORONTO,Canada,rcressaraz@hao123.com,Raymund,"86 WOODLAWN AVE E , TORONTO , ON",2017-11-14,Cressar,,,930,7.0,805-918-5936,M4T1C1,ON
396,330 SAMMON AVE,,EAST YORK,,mdiperausb0@amazon.com,Mal,"330 SAMMON AVE , EAST YORK , ON",2016-12-12,Diperaus,,,928,,,M4J2A3,ON
397,136A VIRGINIA AVE,1982-07-15,EAST YORK,Canada,rnortheyb1@etsy.com,Rolland,"136A VIRGINIA AVE , EAST YORK , ON",2016-04-16,Northey,,,437,5.0,317-846-4530,M4C2T4,ON
398,1206-195 BARRINGTON AVE,1992-12-03,TORONTO,Canada,corringeb2@berkeley.edu,Chance,"1206-195 BARRINGTON AVE , TORONTO , ON",2016-08-05,Orringe,,,266,3.0,309-351-0442,M4C5M7,ON
399,46 JINNAH CRT,1987-09-25,NORTH YORK,Canada,mosichevb3@walmart.com,Mindy,"46 JINNAH CRT , NORTH YORK , ON",2016-04-12,Osichev,,,820,2.0,202-556-3114,M4A2Y1,ON
400,2 SECORD AVENUE APT 2207,1997-11-22,EAST YORK,Canada,udiamentb4@hibu.com,Ursola,"2 SECORD AVENUE APT 2207 , EAST YORK , ON",2015-12-17,Diament,,,629,1.0,214-766-9014,M4C2C3,ON
401,113-1837 EGLINTON AVE E,1985-11-21,NORTH YORK,Canada,mmanssuerb5@bandcamp.com,Maurine,"113-1837 EGLINTON AVE E , NORTH YORK , ON",2017-06-10,Manssuer,,,405,7.0,914-274-1930,M4A2Y4,ON
402,7 VANCOUVER AVE,1976-12-29,TORONTO,Canada,abeneteaub6@istockphoto.com,Abra,"7 VANCOUVER AVE , TORONTO , ON",2017-02-21,Beneteau,,,951,9.0,225-855-5221,M4L2S7,ON
403,7 VANCOUVER AVE,1987-02-13,TORONTO,Canada,jhilandb7@topsy.com,Juan,"7 VANCOUVER AVE , TORONTO , ON",2015-08-28,Hiland,,,305,4.0,916-708-0064,M4L2S7,ON
404,43A CASTLE FRANK RD,1983-07-09,TORONTO,Canada,kkaygillb8@upenn.edu,Kirsten,"43A CASTLE FRANK RD , TORONTO , ON",2016-01-12,Kaygill,,,940,6.0,806-643-2287,M4W2Z5,ON
405,9 NOTLEY PL,1998-04-02,TORONTO,Canada,kmasdingb9@weather.com,Klarrisa,"9 NOTLEY PL , TORONTO , ON",2016-11-16,Masding,,,753,6.0,405-404-2570,M4B2M7,ON
406,120 GLENCAIRN AVENUE,1988-07-03,TORONTO,Canada,vvedstraba@nih.gov,Vannie,"120 GLENCAIRN AVENUE , TORONTO , ON",2017-05-27,Vedstra,,,209,3.0,320-699-6152,M4R1M9,ON
407,64 WELLESLEY STREET EAST SUITE 406,1984-10-20,TORONTO,Canada,smarquisbb@uiuc.edu,Sanderson,"64 WELLESLEY STREET EAST SUITE 406 , TORONTO , ON",2017-08-06,Marquis,,,317,4.0,504-161-3822,M4Y1G6,ON
408,723 GERRARD ST E UPPER LOFT,1982-09-23,TORONTO,Canada,cpullarbc@hhs.gov,Catriona,"723 GERRARD ST E UPPER LOFT , TORONTO , ON",2016-11-25,Pullar,,,418,3.0,570-100-7181,M4M1Y5,ON
409,162 BOWOOD AVENUE,,TORONTO,,rhutonbd@ucla.edu,Rana,"162 BOWOOD AVENUE , TORONTO , ON",2017-01-18,Huton,,,386,,,M4N1Y6,ON
410,8 OAK PARK AVE,1983-08-14,TORONTO,Canada,rericssonbe@163.com,Roseline,"8 OAK PARK AVE , TORONTO , ON",2016-10-25,Ericsson,,,40,10.0,915-812-0383,M4C4L7,ON
411,146 CURZON ST,1981-03-05,TORONTO,Canada,ccartinbf@skyrock.com,Collin,"146 CURZON ST , TORONTO , ON",2017-04-28,Cartin,,,221,6.0,941-952-2634,M4M3B5,ON
412,53 GLENSIDEAVE,,TORONTO,,losbaldstonebg@unesco.org,Lise,"53 GLENSIDEAVE , TORONTO , ON",2017-11-10,Osbaldstone,,,715,,,M4L2T6,ON
413,401-1 ORIOLE RD,1992-01-10,TORONTO,Canada,acoverleybh@globo.com,Adiana,"401-1 ORIOLE RD , TORONTO , ON",2017-10-19,Coverley,,,120,4.0,609-955-5357,M4V2E7,ON
414,941 BROADVIEW AVE,1980-02-29,TORONTO,Canada,alaverackbi@mozilla.com,Aldous,"941 BROADVIEW AVE , TORONTO , ON",2017-10-21,Laverack,,,749,4.0,253-631-4627,M4K2R3,ON
415,4802 - 2191 YONGE STREET,1998-03-12,TORONTO,Canada,gcourvertbj@sun.com,Gothart,"4802 - 2191 YONGE STREET , TORONTO , ON",2015-01-27,Courvert,,,791,8.0,608-882-0893,M4S3H8,ON
416,1-85 PARMA CRT,1979-09-24,NORTH YORK,Canada,jgrishukhinbk@dropbox.com,Jeffie,"1-85 PARMA CRT , NORTH YORK , ON",2015-07-10,Grishukhin,,,311,2.0,612-355-9273,M4A1A4,ON
417,954 BROADVIEW AVE,1991-06-11,TORONTO,Canada,fhavelinebl@gnu.org,Flinn,"954 BROADVIEW AVE , TORONTO , ON",2016-07-20,Haveline,,,847,4.0,916-840-7578,M4K2R4,ON
418,521-10 GOWER ST,1982-07-19,TORONTO,Canada,deadsbm@tripadvisor.com,Davis,"521-10 GOWER ST , TORONTO , ON",2015-03-01,Eads,,,286,8.0,251-433-5953,M4B3N3,ON
419,14 RUTHERGLEN RD,1999-04-19,TORONTO,Canada,ksouthcombebn@etsy.com,Kassie,"14 RUTHERGLEN RD , TORONTO , ON",2015-08-19,Southcombe,,,524,6.0,816-216-7624,M4G1L6,ON
420,1-67 DAGMAR AVE,1994-06-08,TORONTO,Canada,amilnebo@tinyurl.com,Amargo,"1-67 DAGMAR AVE , TORONTO , ON",2016-08-12,Milne,,,687,3.0,302-788-0264,M4M1V9,ON
421,15 THORNCLIFFE PARK DR UNIT 505,1982-09-10,EAST YORK,Canada,rbettlesbp@paypal.com,Randene,"15 THORNCLIFFE PARK DR UNIT 505 , EAST YORK , ON",2015-10-01,Bettles,,,375,5.0,925-791-1717,M4H1H6,ON
422,59EDGEWOOD AVENUE,1987-02-10,TORONTO,Canada,mbrantonbq@unesco.org,Molli,"59EDGEWOOD AVENUE , TORONTO , ON",2017-11-26,Branton,,,313,7.0,775-708-6215,M4L3G9,ON
423,100 GLOUCESTER STREET APT 701,1995-06-23,TORONTO,Canada,ucoppardbr@upenn.edu,Umeko,"100 GLOUCESTER STREET APT 701 , TORONTO , ON",2015-01-23,Coppard,,,484,6.0,414-463-2525,M4Y1M1,ON
424,267 ST LEONARD'S AVENUE,1993-11-30,TORONTO,Canada,pgalesbs@skype.com,Peta,"267 ST LEONARD'S AVENUE , TORONTO , ON",2015-10-26,Gales,,,611,4.0,561-804-2016,M4N1K9,ON
425,125 ROCHESTER AVE,1987-08-22,NORTH YORK,Canada,scuolahanbt@examiner.com,Silvester,"125 ROCHESTER AVE , NORTH YORK , ON",2017-08-14,Cuolahan,,,242,2.0,404-293-7970,M4N1N9,ON
426,96 WAVERLEY ROAD,1993-07-01,TORONTO,Canada,gmcdowallbu@liveinternet.ru,Gilles,"96 WAVERLEY ROAD , TORONTO , ON",2015-02-27,McDowall,,,901,3.0,260-750-3515,M4L3T1,ON
427,14 BURLEY AVE C/O SOTEROULA SERVINIS,1996-05-22,TORONTO,Canada,zdaelbv@google.co.uk,Zebadiah,"14 BURLEY AVE C/O SOTEROULA SERVINIS , TORONTO , ON",2016-11-20,Dael,,,34,3.0,601-579-0722,M4K3Z6,ON
428,235-21 DALE AVE,1989-09-03,TORONTO,Canada,jcrudgebw@answers.com,Jermain,"235-21 DALE AVE , TORONTO , ON",2017-04-01,Crudge,,,220,3.0,212-269-9391,M4W1K3,ON
429,7 PARK VISTA 609,1999-09-11,TORONTO,Canada,dmorecombebx@ameblo.jp,Dimitry,"7 PARK VISTA 609 , TORONTO , ON",2017-11-16,Morecombe,,,995,6.0,281-931-8797,M4B1A4,ON
430,37 SUNDIAL CRES,1983-05-19,TORONTO,Canada,lbrechby@tuttocitta.it,Lannie,"37 SUNDIAL CRES , TORONTO , ON",2016-06-25,Brech,,,936,2.0,210-124-4650,M4A2J7,ON
431,2017-45 DUNFIELD AVE,1981-10-06,TORONTO,Canada,gmacpikebz@phoca.cz,Georgine,"2017-45 DUNFIELD AVE , TORONTO , ON",2016-09-11,MacPike,,,528,10.0,603-166-1675,M4S2H4,ON
432,683 ORIOLE PKY,1984-02-18,TORONTO,Canada,elilleycropc0@go.com,Elnora,"683 ORIOLE PKY , TORONTO , ON",2016-04-05,Lilleycrop,,,229,8.0,202-755-4773,M4R2C1,ON
433,683 ORIOLE PKY,1991-01-07,TORONTO,Canada,tkleinsternc1@dedecms.com,Tally,"683 ORIOLE PKY , TORONTO , ON",2015-12-04,Kleinstern,,,414,1.0,614-644-0530,M4R2C1,ON
434,248 KINGSWOOD RD,1995-07-18,TORONTO,Canada,mgarfathc2@nps.gov,Madelina,"248 KINGSWOOD RD , TORONTO , ON",2015-01-06,Garfath,,,409,2.0,903-854-1812,M4E3N7,ON
435,248 KINGSWOOD RD,1985-06-01,TORONTO,Canada,bupexc3@sina.com.cn,Brock,"248 KINGSWOOD RD , TORONTO , ON",2017-02-24,Upex,,,999,2.0,941-112-4749,M4E3N7,ON
436,248 KINGSWOOD RD,1997-02-06,TORONTO,Canada,imattocksc4@indiegogo.com,Inessa,"248 KINGSWOOD RD , TORONTO , ON",2016-01-13,Mattocks,,,519,8.0,210-377-9816,M4E3N7,ON
437,114 WILLIAMS ST,1996-06-24,DLHI,Canada,dsagersonc5@npr.org,Dagmar,"114 WILLIAMS ST , DLHI , ON",2017-04-08,Sagerson,,,956,6.0,480-630-0591,M4B1M5,ON
438,81 ROSEWELL AVE,1982-01-26,TORONTO,Canada,etrebbettc6@blogs.com,Elsie,"81 ROSEWELL AVE , TORONTO , ON",2017-03-01,Trebbett,,,868,2.0,404-234-1375,M4R2A2,ON
439,41 ROWLEY AVE,1993-05-26,TORONTO,Canada,psleetc7@disqus.com,Prisca,"41 ROWLEY AVE , TORONTO , ON",2016-05-09,Sleet,,,640,3.0,713-470-3024,M4P2T1,ON
440,202-470 SUMMERHILL AVE,1987-11-12,TORONTO,Canada,bspinagec8@opensource.org,Boycie,"202-470 SUMMERHILL AVE , TORONTO , ON",2016-10-17,Spinage,,,309,6.0,913-905-3739,M4W2E4,ON
441,203-101 COSBURN AVE,1995-09-07,EAST YORK,Canada,mdyblec9@utexas.edu,Meaghan,"203-101 COSBURN AVE , EAST YORK , ON",2017-04-10,Dyble,,,622,7.0,941-235-7426,M4K2G3,ON
442,810- 47 THORNCLIFFE PARK DRIVE,1976-11-27,EAST YORK,Canada,afluinca@zimbio.com,Aubert,"810- 47 THORNCLIFFE PARK DRIVE , EAST YORK , ON",2015-08-24,Fluin,,,736,7.0,904-949-7800,M4H1J5,ON
443,2227-650 PARLIAMENT ST,1997-04-21,TORONTO,Canada,nmacqueencb@ehow.com,Noella,"2227-650 PARLIAMENT ST , TORONTO , ON",2015-07-17,MacQueen,,,21,3.0,915-914-2190,M4X1R3,ON
444,315-390 DAWES RD,1995-07-21,TORONTO,Canada,gorrumcc@github.com,Gwenore,"315-390 DAWES RD , TORONTO , ON",2015-01-20,Orrum,,,167,4.0,410-267-3030,M4B2E5,ON
445,331 LOGAN AVENUE,1978-04-07,TORONTO,Canada,eplaicecd@typepad.com,Elisha,"331 LOGAN AVENUE , TORONTO , ON",2016-09-04,Plaice,,,700,3.0,480-572-2983,M4M3P4,ON
446,274 MONARCH PARK AVENUE,1981-07-12,TORONTO,Canada,aorgillce@dailymotion.com,Alix,"274 MONARCH PARK AVENUE , TORONTO , ON",2015-10-11,Orgill,,,584,6.0,212-534-8242,M4J4S8,ON
447,605-135 ROSE AVE,1989-12-05,TORONTO,Canada,gmcgaugheycf@wordpress.com,Giuseppe,"605-135 ROSE AVE , TORONTO , ON",2015-09-02,Mc Gaughey,,,235,2.0,415-819-4762,M4X1P1,ON
448,1220-79 THORNCLIFFE PARK DR,,EAST YORK,,llackneycg@google.co.jp,Letti,"1220-79 THORNCLIFFE PARK DR , EAST YORK , ON",2015-07-01,Lackney,,,921,,,M4H1L5,ON
449,352 WOODMOUNT AVE,1998-10-19,EAST YORK,Canada,arowthch@uiuc.edu,Alanah,"352 WOODMOUNT AVE , EAST YORK , ON",2017-11-03,Rowth,,,261,9.0,337-903-7681,M4C4A5,ON
450,352 WOODMOUNT AVE,1990-08-18,EAST YORK,Canada,psouthcombci@delicious.com,Putnem,"352 WOODMOUNT AVE , EAST YORK , ON",2016-02-26,Southcomb,,,381,6.0,781-591-2195,M4C4A5,ON
451,304-56 MAITLAND ST,1990-11-29,TORONTO,Canada,bbellellicj@devhub.com,Brandon,"304-56 MAITLAND ST , TORONTO , ON",2017-10-06,Bellelli,,,82,7.0,601-149-3282,M4Y1C5,ON
452,375 MERTON ST 114,1994-08-19,TORONTO,Canada,ntomovicck@sakura.ne.jp,Nadia,"375 MERTON ST 114 , TORONTO , ON",2015-03-17,Tomovic,,,632,8.0,818-631-5765,M4S1B4,ON
453,71 WHISTLE POST ST,1989-09-19,TORONTO,Canada,oshortecl@ucsd.edu,Ortensia,"71 WHISTLE POST ST , TORONTO , ON",2015-06-24,Shorte,,,878,7.0,719-417-3589,M4E3W7,ON
454,71 WHISTLE POST ST,1981-06-17,TORONTO,Canada,rbussonscm@qq.com,Rockwell,"71 WHISTLE POST ST , TORONTO , ON",2017-02-25,Bussons,,,814,7.0,863-633-1405,M4E3W7,ON
455,204-211 RANDOLPH RD,1995-03-03,TORONTO,Canada,jweatherillcn@posterous.com,Joe,"204-211 RANDOLPH RD , TORONTO , ON",2015-06-25,Weatherill,,,92,3.0,212-650-9957,M4G4H1,ON
456,311 LONSDALE RD APT 15,,TORONTO,,obirkinco@geocities.jp,Othello,"311 LONSDALE RD APT 15 , TORONTO , ON",2016-07-15,Birkin,,,453,,,M4V1X3,ON
457,15-311 LONSDALE RD,1980-09-01,TORONTO,Canada,igoldneycp@craigslist.org,Ivar,"15-311 LONSDALE RD , TORONTO , ON",2016-01-15,Goldney,,,949,8.0,352-560-7198,M4V1X3,ON
458,241 HIAWATHA RD,1988-09-26,TORONTO,Canada,vscaliacq@yahoo.com,Viviana,"241 HIAWATHA RD , TORONTO , ON",2017-04-26,Scalia,,,706,8.0,816-831-2363,M4L2Y3,ON
459,204 MAIN ST 303,1985-03-09,TORONTO,Canada,smaccaguecr@cdc.gov,Susana,"204 MAIN ST 303 , TORONTO , ON",2017-07-22,MacCague,,,780,7.0,858-324-9431,M4E3V4,ON
460,12-49 DUNDONALD ST,,TORONTO,,aaronstamcs@squidoo.com,Alexina,"12-49 DUNDONALD ST , TORONTO , ON",2017-12-17,Aronstam,,,849,,,M4Y1K3,ON
461,3-77 MAITLAND PL,1992-09-22,TORONTO,Canada,elambertinict@woothemes.com,Edgardo,"3-77 MAITLAND PL , TORONTO , ON",2015-09-09,Lambertini,,,62,8.0,859-195-0127,M4Y2V6,ON
462,A1-1103 QUEEN ST E,1994-09-22,TORONTO,Canada,aturevillecu@hugedomains.com,Amanda,"A1-1103 QUEEN ST E , TORONTO , ON",2015-04-02,Tureville,,,1000,6.0,941-884-4236,M4M1K7,ON
463,474 KINGSTON RD UNIT 401,1999-04-28,TORONTO,Canada,umeynellcv@ezinearticles.com,Ugo,"474 KINGSTON RD UNIT 401 , TORONTO , ON",2015-09-21,Meynell,,,967,6.0,913-960-1534,M4L1V3,ON
464,59 MORTIMER AVE,1982-05-26,EAST YORK,Canada,jjowseycw@oaic.gov.au,Jasen,"59 MORTIMER AVE , EAST YORK , ON",2017-09-22,Jowsey,,,820,2.0,202-942-6624,M4K1Z9,ON
465,458-110 BROADWAY AVE,1979-04-12,TORONTO,Canada,mweichcx@theguardian.com,Marris,"458-110 BROADWAY AVE , TORONTO , ON",2016-12-01,Weich,,,319,3.0,480-706-4118,M4P1V7,ON
466,133 BUCKINGHAM AVE,1977-12-15,NORTH YORK,Canada,lgentcy@drupal.org,Latrina,"133 BUCKINGHAM AVE , NORTH YORK , ON",2017-01-28,Gent,,,420,5.0,719-704-4826,M4N1R5,ON
467,190 ROSLIN AVE,1998-10-31,TORONTO,Canada,scrawshawcz@altervista.org,Sibelle,"190 ROSLIN AVE , TORONTO , ON",2017-07-02,Crawshaw,,,591,10.0,517-609-7502,M4N1Z6,ON
468,25 ECCLESTON DRIVE SUITE 315,1990-08-25,NORTH YORK,Canada,auebeld0@alibaba.com,Auberta,"25 ECCLESTON DRIVE SUITE 315 , NORTH YORK , ON",2015-01-17,Uebel,,,699,7.0,727-317-3146,M4A1K5,ON
469,204-55 BROADWAY AVE,1998-04-10,TORONTO,Canada,flarouxd1@hhs.gov,Florence,"204-55 BROADWAY AVE , TORONTO , ON",2017-03-26,Laroux,,,144,9.0,843-181-6252,M4P1T8,ON
470,278 DAWLISH AVE,1996-01-26,TORONTO,Canada,sframminghamd2@51.la,Sawyer,"278 DAWLISH AVE , TORONTO , ON",2015-01-13,Frammingham,,,282,5.0,573-271-1891,M4N1J5,ON
471,62-62 PINEBROOK AVE,1983-02-05,NORTH YORK,Canada,pissacoffd3@businessinsider.com,Pammy,"62-62 PINEBROOK AVE , NORTH YORK , ON",2015-11-20,Issacoff,,,694,6.0,501-230-0908,M4A1Z2,ON
472,2203-30 GLOUCESTER ST,1978-06-14,TORONTO,Canada,ihabbemad4@mayoclinic.com,Ileana,"2203-30 GLOUCESTER ST , TORONTO , ON",2016-05-21,Habbema,,,856,3.0,763-155-7307,M4Y1L6,ON
