address_line,birth_date,city,country,email,first_name,join_date,last_name,latitude,longitude,member_id,membership_length,phone_number,postal_code,state
331 LOGAN AVENUE,4/7/78,TORONTO,Canada,eplaicecd@typepad.com,Elisha,9/4/16,Plaice,43.6628418,-79.3432395,700,3,480-572-2983,M4M3P4,ON
274 MONARCH PARK AVENUE,7/12/81,TORONTO,Canada,aorgillce@dailymotion.com,Alix,10/11/15,Orgill,43.6874754,-79.3293108,584,6,212-534-8242,M4J4S8,ON
605-135 ROSE AVE,12/5/89,TORONTO,Canada,gmcgaugheycf@wordpress.com,Giuseppe,9/2/15,Mc Gaughey,43.6705686,-79.3715882,235,2,415-819-4762,M4X1P1,ON
1220-79 THORNCLIFFE PARK DR,,EAST YORK,,llackneycg@google.co.jp,Letti,7/1/15,Lackney,43.7060761,-79.3420615,921,,,M4H1L5,ON
352 WOODMOUNT AVE,10/19/98,EAST YORK,Canada,arowthch@uiuc.edu,Alanah,11/3/17,Rowth,43.6985636,-79.3213175,261,9,337-903-7681,M4C4A5,ON
352 WOODMOUNT AVE,8/18/90,EAST YORK,Canada,psouthcombci@delicious.com,Putnem,2/26/16,Southcomb,43.6985636,-79.3213175,381,6,781-591-2195,M4C4A5,ON
304-56 MAITLAND ST,11/29/90,TORONTO,Canada,bbellellicj@devhub.com,Brandon,10/6/17,Bellelli,43.6648211,-79.3813432,82,7,601-149-3282,M4Y1C5,ON
375 MERTON ST 114,8/19/94,TORONTO,Canada,ntomovicck@sakura.ne.jp,Nadia,3/17/15,Tomovic,43.6979433,-79.3850159,632,8,818-631-5765,M4S1B4,ON
71 WHISTLE POST ST,9/19/89,TORONTO,Canada,oshortecl@ucsd.edu,Ortensia,6/24/15,Shorte,43.6866519,-79.2954328,878,7,719-417-3589,M4E3W7,ON
71 WHISTLE POST ST,6/17/81,TORONTO,Canada,rbussonscm@qq.com,Rockwell,2/25/17,Bussons,43.6866519,-79.2954328,814,7,863-633-1405,M4E3W7,ON
204-211 RANDOLPH RD,3/3/95,TORONTO,Canada,jweatherillcn@posterous.com,Joe,6/25/15,Weatherill,43.7099986,-79.3641842,92,3,212-650-9957,M4G4H1,ON
311 LONSDALE RD APT 15,,TORONTO,,obirkinco@geocities.jp,Othello,7/15/16,Birkin,43.68895,-79.4108976,453,,,M4V1X3,ON
15-311 LONSDALE RD,9/1/80,TORONTO,Canada,igoldneycp@craigslist.org,Ivar,1/15/16,Goldney,43.68895,-79.4108976,949,8,352-560-7198,M4V1X3,ON
241 HIAWATHA RD,9/26/88,TORONTO,Canada,vscaliacq@yahoo.com,Viviana,4/26/17,Scalia,43.675415,-79.3242353,706,8,816-831-2363,M4L2Y3,ON
204 MAIN ST 303,3/9/85,TORONTO,Canada,smaccaguecr@cdc.gov,Susana,7/22/17,MacCague,43.6845692,-79.3007135,780,7,858-324-9431,M4E3V4,ON
12-49 DUNDONALD ST,,TORONTO,,aaronstamcs@squidoo.com,Alexina,12/17/17,Aronstam,43.6665762,-79.3819805,849,,,M4Y1K3,ON
3-77 MAITLAND PL,9/22/92,TORONTO,Canada,elambertinict@woothemes.com,Edgardo,9/9/15,Lambertini,43.6651058,-79.3769009,62,8,859-195-0127,M4Y2V6,ON
A1-1103 QUEEN ST E,9/22/94,TORONTO,Canada,aturevillecu@hugedomains.com,Amanda,4/2/15,Tureville,43.6618342,-79.3356383,1000,6,941-884-4236,M4M1K7,ON
474 KINGSTON RD UNIT 401,4/28/99,TORONTO,Canada,umeynellcv@ezinearticles.com,Ugo,9/21/15,Meynell,43.6776883,-79.3033656,967,6,913-960-1534,M4L1V3,ON
59 MORTIMER AVE,5/26/82,EAST YORK,Canada,jjowseycw@oaic.gov.au,Jasen,9/22/17,Jowsey,43.684376,-79.3537808,820,2,202-942-6624,M4K1Z9,ON
458-110 BROADWAY AVE,4/12/79,TORONTO,Canada,mweichcx@theguardian.com,Marris,12/1/16,Weich,43.7109688,-79.3932005,319,3,480-706-4118,M4P1V7,ON
133 BUCKINGHAM AVE,12/15/77,NORTH YORK,Canada,lgentcy@drupal.org,Latrina,1/28/17,Gent,43.7270895,-79.3871417,420,5,719-704-4826,M4N1R5,ON
190 ROSLIN AVE,10/31/98,TORONTO,Canada,scrawshawcz@altervista.org,Sibelle,7/2/17,Crawshaw,43.7314965,-79.3940002,591,10,517-609-7502,M4N1Z6,ON
25 ECCLESTON DRIVE SUITE 315,8/25/90,NORTH YORK,Canada,auebeld0@alibaba.com,Auberta,1/17/15,Uebel,43.7272369,-79.3179438,699,7,727-317-3146,M4A1K5,ON
204-55 BROADWAY AVE,4/10/98,TORONTO,Canada,flarouxd1@hhs.gov,Florence,3/26/17,Laroux,43.7100911,-79.3956244,144,9,843-181-6252,M4P1T8,ON
278 DAWLISH AVE,1/26/96,TORONTO,Canada,sframminghamd2@51.la,Sawyer,1/13/15,Frammingham,43.7241285,-79.3832022,282,5,573-271-1891,M4N1J5,ON
62-62 PINEBROOK AVE,2/5/83,NORTH YORK,Canada,pissacoffd3@businessinsider.com,Pammy,11/20/15,Issacoff,43.7234365,-79.3067245,694,6,501-230-0908,M4A1Z2,ON
2203-30 GLOUCESTER ST,6/14/78,TORONTO,Canada,ihabbemad4@mayoclinic.com,Ileana,5/21/16,Habbema,43.6670824,-79.3839416,856,3,763-155-7307,M4Y1L6,ON
196 EGLINTON AVENUE EAST SUITE 14,8/29/85,TORONTO,Canada,ldreierd5@businessweek.com,Lyndell,1/12/17,Dreier,43.70816,-79.3922248,286,5,804-880-0549,M4P1K2,ON
79 ELM AVE,6/15/93,TORONTO,Canada,mseabourned6@eventbrite.com,Marylou,5/25/17,Seabourne,43.6760876,-79.3740702,331,6,651-543-5035,M4W1N9,ON
2-89 VIRGINIA AVE C/O LIISA TURKELI,1/16/83,EAST YORK,Canada,eleballd7@wisc.edu,Elaina,9/28/15,Le Ball,,,29,3,574-312-0145,M4C2T1,ON
1003-22 WELLESLEY ST,5/4/89,TORONTO,Canada,akydded8@biglobe.ne.jp,Anjela,10/1/16,Kydde,43.6654401,-79.3833546,311,6,509-143-3840,M4Y1G3,ON
12 MORTIMER AVE,3/18/89,EAST YORK,Canada,ajohnseyd9@twitpic.com,Alberta,3/8/16,Johnsey,43.6843306,-79.3557978,654,7,210-740-3027,M4K1Z8,ON
2-1185 WOODBINE AVE,,EAST YORK,,ldiganceda@vkontakte.ru,Lorita,7/12/17,Digance,43.6916895,-79.3151561,884,,,M4C4E1,ON
17 RICHARD AVE,9/19/79,TORONTO,Canada,acaskeydb@ning.com,Aurthur,5/19/17,Caskey,43.6702733,-79.3266368,372,8,832-993-1824,M4L1W8,ON
1012-123 EGLINGTON AVE E,4/16/96,TORONTO,Canada,speyesdc@fastcompany.com,Selig,2/7/17,Peyes,43.7074852,-79.3932775,99,7,212-912-5622,M4P1J2,ON
304-75 THORNCLIFFE PARK DR,2/18/87,EAST YORK,Canada,bkohendd@stanford.edu,Barnabas,1/22/17,Kohen,43.705252,-79.341615,893,3,916-900-7621,M4H1L4,ON
304-75 THORNCLIFFE PARK DR,6/6/96,TORONTO,Canada,htomaellode@usatoday.com,Hillard,7/14/17,Tomaello,43.705252,-79.341615,784,9,719-770-6418,M4H1L4,ON
121 GREENWOOD AVE,11/22/83,TORONTO,Canada,cclausendf@census.gov,Cly,11/3/16,Clausen,43.6678037,-79.326356,91,6,626-828-3965,M4L2P8,ON
APPT NO 1415 235 BLOOR STREET EAST,11/17/87,TORONTO,Canada,slorensdg@craigslist.org,Sullivan,1/5/17,Lorens,43.6710833,-79.3807612,812,10,602-122-7774,M4W3Y3,ON
46 LEACREST RD APT1,10/13/99,EAST YORK,Canada,smatyatindh@economist.com,Sigismondo,7/27/17,Matyatin,43.6972488,-79.3656092,908,10,917-780-8615,M4G1E6,ON
2603-33 WOOD ST,4/11/86,TORONTO,Canada,ibattedi@mayoclinic.com,Ingaberg,11/24/15,Batte,43.6619349,-79.3814468,572,9,415-807-4155,M4Y2P8,ON
1504-730 ONTARIO ST,2/22/83,TORONTO,Canada,ltanserdj@google.com.br,Lincoln,2/20/16,Tanser,43.6711117,-79.374086,900,1,812-298-3663,M4X1N3,ON
102-1065 VICTORIA PARK AVE,12/10/76,SCARBOROUGH,Canada,ccabreradk@bizjournals.com,Cyb,7/6/16,Cabrera,43.7069821,-79.2949458,323,8,203-419-0577,M4B2J7,ON
3 - 3359 YONGE STREET,1/14/77,TORONTO,Canada,nbernardodl@wikipedia.org,Nerty,3/13/15,Bernardo,43.7316107,-79.4036157,715,4,713-821-4183,M4N2M6,ON
31 ASHDALE AVE,8/5/83,TORONTO,Canada,ebaldcockdm@time.com,Evie,1/4/16,Baldcock,43.6667563,-79.3194278,716,5,727-817-1332,M4L2Y6,ON
18 SOMERS AVE,12/28/96,EAST YORK,Canada,dosburndn@latimes.com,Dorella,2/12/16,Osburn,43.6845378,-79.3396588,184,9,918-277-2719,M4J1W3,ON
197 COLERIDGE AVE,11/15/94,TORONTO,Canada,amynettdo@amazonaws.com,Aryn,11/25/15,Mynett,43.6925696,-79.3145162,994,8,617-757-7356,M4C4H8,ON
206-54 MARIGOLD AVE,10/23/97,TORONTO,Canada,dguyondp@cafepress.com,Dolf,1/15/16,Guyon,43.6620761,-79.3311028,726,9,602-710-3824,M4M3B2,ON
1709-71 THORNCLIFFE PARK DR,,EAST YORK,,ekirragedq@com.com,Earle,4/22/17,Kirrage,43.704528,-79.3404305,490,,,M4H1L3,ON
140 ROSLIN AVE,2/16/98,TORONTO,Canada,cskeermerdr@pbs.org,Cathie,6/7/15,Skeermer,43.7310058,-79.3965325,502,1,914-756-6786,M4N1Z4,ON
140 ROSLIN AVE,12/10/95,TORONTO,Canada,mbascombeds@yahoo.com,Maddie,5/26/16,Bascombe,43.7310058,-79.3965325,112,6,407-496-4265,M4N1Z4,ON
20 LESLIE STREET  SUITE 104,1/9/85,TORONTO,Canada,rcarberydt@rediff.com,Roselin,8/25/16,Carbery,43.6602231,-79.3294809,243,6,909-705-6134,M4M3L4,ON
6 MILEPOST PL UNIT 202,4/16/82,TORONTO,Canada,tattriedu@home.pl,Timothy,11/14/15,Attrie,43.7022104,-79.3479195,357,9,817-102-5028,M4H1C9,ON
9 GLEN RD APT 4,8/3/82,TORONTO,Canada,hleaveydv@eventbrite.com,Haleigh,9/23/15,Leavey,43.6717696,-79.3746503,669,9,480-401-8491,M4X1M4,ON
409-59 EDGEWOOD AVE,3/17/77,TORONTO,Canada,mabbessdw@delicious.com,Madalena,1/8/16,Abbess,43.6716438,-79.3136459,111,8,225-817-0686,M4L3G9,ON
107-291 AVENUE RD,5/2/81,TORONTO,Canada,lcooksleydx@mac.com,Laryssa,9/1/16,Cooksley,43.6794058,-79.3983406,722,4,702-673-4762,M4V2G9,ON
510-105 ISABELLA ST,11/3/90,TORONTO,Canada,bheggadondy@linkedin.com,Base,1/21/16,Heggadon,43.6684689,-79.3799252,760,9,212-680-3964,M4Y1N9,ON
811-85 WELLESLEY ST E,5/23/94,TORONTO,Canada,bfabbrodz@ted.com,Bethina,9/23/15,Fabbro,43.6656716,-79.3798986,117,10,770-802-0537,M4Y1H8,ON
511-145 STRATMORE BLVD,8/18/88,TORONTO,Canada,abraggintone0@ezinearticles.com,Afton,7/1/15,Bragginton,43.6817022,-79.3338414,33,1,508-328-5015,M4J4Y9,ON
15 THORNCLIFFE PARK DR APT 311,11/8/92,EAST YORK,Canada,ccoshe1@nature.com,Clair,9/1/16,Cosh,43.7035544,-79.3482255,414,9,434-438-6440,M4H1H6,ON
1511-55 MAITLAND ST,,TORONTO,,mcamoyse2@upenn.edu,Megen,2/13/17,Camoys,43.6641203,-79.3815912,422,,,M4Y1C9,ON
35 FURNIVAL RD,12/14/84,EAST YORK,Canada,cdobrovolskie3@netscape.com,Christyna,9/8/17,Dobrovolski,43.710367,-79.3034802,915,8,907-291-8034,M4B1W4,ON
214 WELLESLEY STREET E APT 302,7/4/92,TORONTO,Canada,tleybande4@fema.gov,Tucker,7/13/16,Leyband,43.6677257,-79.3729779,393,2,321-538-1262,M4X1G2,ON
87 HOLBORNE AVE,8/18/93,EAST YORK,Canada,dcominolie5@google.cn,Dorothea,9/27/15,Cominoli,43.6939459,-79.3206996,161,5,214-926-1423,M4C2R3,ON
87 HOLBORNE AVE,2/12/98,TORONTO,Canada,jmityushkine6@intel.com,Joline,2/10/16,Mityushkin,43.6939459,-79.3206996,463,10,626-408-6897,M4C2R3,ON
75-66 WALPOLE AVE C/O KARA NICHOL,11/22/80,TORONTO,Canada,dmaxwelle7@opensource.org,Deanna,2/28/15,Maxwell,,,422,1,719-893-4508,M4L3W5,ON
366 BALLIOL ST,1/17/89,TORONTO,Canada,emcmanamene8@craigslist.org,Enrique,2/1/16,McManamen,43.6997167,-79.3856919,527,9,212-609-3112,M4S1E2,ON
366 BALLIOL ST,7/22/88,TORONTO,Canada,ccunniame9@youtu.be,Chico,5/27/15,Cunniam,43.6997167,-79.3856919,97,4,310-696-9064,M4S1E2,ON
42 TORBRICK RD,4/6/77,TORONTO,Canada,skochlinea@linkedin.com,Silvana,6/6/15,Kochlin,43.6767804,-79.329002,433,1,772-585-5314,M4J4Z5,ON
54 DONLANDS AVE BASEMENT,3/31/86,TORONTO,Canada,sprattingtoneb@digg.com,Sonia,11/11/16,Prattington,43.6821708,-79.3382154,526,1,239-757-3478,M4J3N8,ON
488 BSMNT KINGSTON ROAD,12/5/97,TORONTO,Canada,cwarcopec@google.pl,Cyb,4/5/16,Warcop,43.6776718,-79.3030416,259,8,267-253-7288,M4K1V3,ON
66 WALPOLE AVE UNIT 3,7/7/89,TORONTO,Canada,astowelled@free.fr,Anderson,10/15/15,Stowell,43.6748666,-79.3289769,228,1,412-157-3016,M4L3W5,ON
44 HAMILTON ST UNIT 1,1/14/77,TORONTO,Canada,sgornaree@is.gd,Saunderson,9/6/16,Gornar,43.6599045,-79.351611,51,5,508-712-6632,M4M3K4,ON
2601- 88 BLOOR ST E,11/26/80,TORONTO,Canada,hyuryaevef@foxnews.com,Haskell,3/11/16,Yuryaev,43.670811,-79.3852395,845,2,210-451-4295,M4W3G9,ON
2103-9 CRESCENT PL,7/17/85,EAST YORK,Canada,bsteptoeeg@woothemes.com,Britta,1/21/17,Steptoe,43.6957048,-79.2911908,767,9,214-902-4984,M4C5L8,ON
104 GOODWOOD PARK CRT SUITE 412,3/24/86,TORONTO,Canada,randriuzzieh@ask.com,Rutter,2/7/15,Andriuzzi,43.6952018,-79.2955785,74,1,941-389-1701,M4C2G9,ON
302 7 PARK VISTA,6/23/78,EAST YORK,Canada,zlepineei@google.com.br,Zitella,9/2/17,Le Pine,43.6979903,-79.2977562,170,2,856-966-8529,M4B1A4,ON
409-1833 BAYVIEW AVE,4/30/77,EAST YORK,Canada,jbreacheej@smh.com.au,Jack,10/25/16,Breache,43.7126922,-79.3769959,430,4,832-578-9341,M4G3E2,ON
508-942 YONGE ST,5/9/89,TORONTO,Canada,lstairmondek@xinhuanet.com,Lind,8/14/15,Stairmond,43.6744174,-79.3890256,909,6,773-231-1113,M4W3S8,ON
390 DAWES ROAD APT 205,4/18/89,TORONTO,Canada,scorcutel@whitehouse.gov,Sukey,10/12/16,Corcut,43.699856,-79.2972215,114,6,952-150-7642,M4B2E5,ON
707-225 WELLESLEY ST E,10/1/80,TORONTO,Canada,goverlandem@time.com,Gray,12/6/16,Overland,43.6673242,-79.3725736,459,10,518-950-5709,M4X1X8,ON
240 O'CONNOR DR,,TORONTO,,achristonen@wsj.com,Amelie,11/21/15,Christon,43.694158,-79.3464685,680,,,M4J2T4,ON
27 OAK PARK AVE,11/28/85,TORONTO,Canada,gstairmondeo@creativecommons.org,Grayce,2/28/15,Stairmond,43.6879814,-79.3075748,608,9,260-682-9656,M4C4L8,ON
1BLOOR SR EAST,,TORONTO,,lgoadsbyep@alibaba.com,Lorant,11/1/17,Goadsby,43.6702,-79.3865,676,,,M4E1H2,ON
101-10 BRIAN PECK CRES,3/10/84,EAST YORK,Canada,mohallaganeq@jiathis.com,Marietta,1/1/16,O'Hallagan,43.7141381,-79.3547561,733,3,515-181-0618,M4G4K4,ON
125 BRENTCLIFFE RD,6/26/82,TORONTO,Canada,bblooder@geocities.com,Bayard,10/21/16,Blood,43.7173404,-79.3630075,629,8,313-603-7934,M4G3Y7,ON
412-111 LAWTON BLVD,5/16/90,TORONTO,Canada,sspelmanes@webs.com,Sky,7/5/16,Spelman,43.6940918,-79.3966491,32,1,516-518-8636,M4V1Z9,ON
611-300 BLOOR ST E,11/6/81,TORONTO,Canada,sdouceet@skype.com,Symon,9/16/16,Douce,43.6719977,-79.3799277,453,5,281-373-5493,M4W3Y2,ON
78 LEWIS ST,3/11/97,TORONTO,Canada,plindbergheu@cocolog-nifty.com,Patton,10/12/17,Lindbergh,43.6582892,-79.3484507,881,3,773-151-5449,M4M2H3,ON
135 ISABELLA ST 702,7/30/97,TORONTO,Canada,vnealeyev@friendfeed.com,Vale,3/6/16,Nealey,43.6690379,-79.3773012,437,1,972-626-9455,M4Y1P4,ON
100 GLOUCESTER STREET 716,8/29/94,TORONTO,Canada,rbellangerew@mozilla.org,Rik,10/3/15,Bellanger,43.6680239,-79.3796342,171,1,501-108-7752,M4Y1M1,ON
206-525 LOGAN AVE C/O JOHN HERD,8/28/97,TORONTO,Canada,bkiffeex@godaddy.com,Bevan,11/15/17,Kiffe,,,372,4,813-719-3033,M4K3B3,ON
985 DANFORTH AVE,8/13/79,TORONTO,Canada,nhumbatchey@webs.com,Nico,5/10/16,Humbatch,43.6802373,-79.337149,177,5,602-367-9374,M4J1M1,ON
155 BALLIOL ST APT   608,,TORONTO,,lairthez@thetimes.co.uk,Ludvig,1/18/16,Airth,43.6979364,-79.3921048,547,,,M4S1C4,ON
1023 PAPE AVENUE,7/4/81,EAST YORK,Canada,gwalburnf0@ibm.com,Germana,9/26/15,Walburn,43.6885672,-79.3483542,363,8,408-942-2114,M4K3W1,ON
1309-37 GROSVENOR ST,9/19/87,TORONTO,Canada,erenekef1@illinois.edu,Eugenius,10/21/16,Reneke,43.662407,-79.3859435,866,5,209-993-3084,M4Y3G5,ON
1621-49 THORNCLIFF PARK DRIVE,12/4/90,TORONTO,Canada,rhaughtonf2@samsung.com,Richie,2/24/17,Haughton,43.7019693,-79.3423033,528,8,602-794-7043,M4H1J6,ON
4 BLYTH HILL RD,11/23/78,NORTH YORK,Canada,ldommersenf3@theatlantic.com,Lenora,7/21/15,Dommersen,43.7191864,-79.3866241,83,7,412-777-7715,M4N3L4,ON
108-2 SWIFT DR APT,3/3/84,NORTH YORK,Canada,wpaumierf4@ihg.com,Wilhelmina,5/1/15,Paumier,43.726651,-79.3188247,125,8,760-778-8914,M4A2A2,ON
1309 DANFORTH AVE,9/16/91,TORONTO,Canada,ncounterf5@shop-pro.jp,Nannette,5/6/16,Counter,43.6819052,-79.329662,920,6,501-863-8326,M4J1M8,ON
708-102 GOODWOOD PARK CRT,,EAST YORK,,doglevief6@reuters.com,Dannye,10/8/17,Oglevie,43.6954997,-79.2960202,860,,,M4C2G8,ON
26 ALCORN AVE,4/12/97,TORONTO,Canada,skisbyf7@blogspot.com,Seana,1/9/17,Kisby,43.6819637,-79.3932355,452,9,915-579-0179,M4V1E4,ON
57 DUVERNET AVE,2/27/81,TORONTO,Canada,wblissittf8@wikipedia.org,Will,8/26/16,Blissitt,43.6768598,-79.3107061,441,8,717-670-9707,M4L2G8,ON
73 YARDLEY AVE,4/23/98,TORONTO,Canada,skettlewellf9@csmonitor.com,Steward,4/1/15,Kettlewell,43.7126346,-79.3024727,837,5,808-536-2956,M4B2A9,ON
93 BILLINGS AVE,10/25/83,TORONTO,Canada,msaltfa@economist.com,Marjory,2/22/16,Salt,43.6692228,-79.326033,742,1,517-921-9124,M4L2S3,ON
223 QUEENSDALE AVE,1/22/86,TORONTO,Canada,hsutheringtonfb@state.tx.us,Hildy,9/18/17,Sutherington,43.6884005,-79.323305,766,6,850-386-8026,M4C2B1,ON
1003-6 PARK VISTA,5/13/84,TORONTO,Canada,bvasyutinfc@hexun.com,Bealle,9/10/15,Vasyutin,43.6983087,-79.2985461,890,10,213-579-6291,M4B1A2,ON
73 ORCHARD PARK BLVD,2/2/94,TORONTO,Canada,zgreenmonfd@netlog.com,Zane,7/8/16,Greenmon,43.6689858,-79.3125471,993,8,315-428-0662,M4L3E3,ON
1511-40 ALEXANDER ST,10/13/98,TORONTO,Canada,drenshawfe@de.vu,Dorisa,8/20/17,Renshaw,43.6635537,-79.3820528,70,10,818-355-7202,M4Y1B5,ON
146 AMELIA ST,4/19/99,TORONTO,Canada,eheaffeyff@fastcompany.com,Elaine,1/8/15,Heaffey,43.6685173,-79.3640397,677,7,910-351-7179,M4X1E4,ON
146 AMELIA ST,7/29/90,TORONTO,Canada,jreinertfg@xinhuanet.com,Jeffy,12/14/17,Reinert,43.6685173,-79.3640397,363,8,415-502-1158,M4X1E4,ON
18 BALFOUR AVENUE,2/11/91,TORONTO,Canada,bcantosfh@netscape.com,Barrie,11/17/17,Cantos,43.6906278,-79.3004747,137,3,719-822-1172,M4C1T5,ON
18 BALFOUR AVENUE,10/23/81,TORONTO,Canada,rkeyndfi@wiley.com,Rubetta,1/15/16,Keynd,43.6906278,-79.3004747,138,4,941-252-5534,M4C1T5,ON
33 ORCHARD VIEW BOULEVARD APT 1803,8/30/86,TORONTO,Canada,sfrierfj@hud.gov,Sutherlan,12/2/17,Frier,43.7079042,-79.3993402,500,5,816-493-6940,M4R2E9,ON
19 SPROAT AVE,8/19/87,TORONTO,Canada,amcgiffiefk@163.com,Ailina,11/5/15,McGiffie,43.66797,-79.3341771,370,2,361-530-8360,M4M1W3,ON
505-77 HOWARD ST,1/15/89,TORONTO,Canada,ccrownshawfl@technorati.com,Carlynn,2/16/15,Crownshaw,43.6708529,-79.3727891,91,9,304-193-2149,M4X1J9,ON
65 HALSEY AVE APT 710,1/31/80,TORONTO,Canada,lkehrifm@jiathis.com,Lotti,7/26/16,Kehri,43.6990628,-79.2987494,849,8,904-850-4516,M4B1A7,ON
105 - 36 CASTLE FRANK R #D,9/28/89,TORONTO,Canada,pheigoldfn@bandcamp.com,Perri,10/13/16,Heigold,43.6766132,-79.3697199,882,3,740-138-9179,M4W2Z7,ON
45 OAKCREST AVE,8/10/78,TORONTO,Canada,sstockenfo@over-blog.com,Sherie,4/4/16,Stocken,43.6832171,-79.3105257,572,5,239-595-2729,M4C1B4,ON
20 FRANCES LORING LANE,6/10/83,TORONTO,Canada,tbissetfp@sbwire.com,Tommie,1/19/17,Bisset,43.6611698,-79.3533808,738,3,317-993-8174,M4M3E8,ON
7 BLAIR ST,10/11/82,TORONTO,Canada,gkillingbeckfq@t.co,Garvin,9/26/15,Killingbeck,43.7149384,-79.3065167,799,8,954-576-4147,M4B3N5,ON
16 CARDIFF RD,11/7/82,TORONTO,Canada,aabbiefr@acquirethisname.com,Adair,6/18/17,Abbie,43.7106191,-79.3837733,688,2,415-581-2242,M4P2N7,ON
2107-2575 DANFORTH AVE,6/8/84,TORONTO,Canada,lchownfs@mlb.com,Lambert,2/18/16,Chown,43.6881145,-79.3003312,700,5,202-279-9322,M4C1L5,ON
401#900-MOUNT PLEASANT RD,9/16/97,TORONTO,Canada,brawetft@ebay.com,Bobby,8/18/15,Rawet,43.7117823,-79.3916402,636,3,901-803-4961,M4P3J9,ON
121 BRIAR HILL AVE,2/17/87,TORONTO,Canada,biacobassifu@furl.net,Blakelee,2/3/17,Iacobassi,43.7127834,-79.4036303,99,8,503-121-8046,M4R1H8,ON
23 HUTTON AVE,7/12/87,EAST YORK,Canada,kmessomfv@ow.ly,Kimmie,1/3/15,Messom,43.6974469,-79.3268797,428,10,505-876-2447,M4C3L2,ON
607-50 THORNCLIFFE PARK DR,2/12/94,EAST YORK,Canada,munderdownfw@dagondesign.com,Marcella,10/2/16,Underdown,43.703368,-79.34234,384,6,219-342-6233,M4H1K4,ON
218 GLENGROVE AVE W,6/28/79,TORONTO,Canada,jhorsellfx@myspace.com,Jehanna,3/11/15,Horsell,43.7175037,-79.4120387,944,9,720-369-8542,M4R1P3,ON
2181 YONGE ST #2511,1/5/86,TORONTO,Canada,kyarnfy@twitpic.com,Kaspar,2/23/15,Yarn,43.7052905,-79.3978274,389,9,843-879-5542,M4S3H7,ON
2511-2181 YONGE ST,7/7/79,TORONTO,Canada,kgavanfz@a8.net,Kerri,11/7/17,Gavan,43.7052905,-79.3978274,481,9,520-484-2906,M4S3H7,ON
85 WELLESLEY ST APT 609,,TORONTO,,jbletcherg0@mysql.com,Janis,8/5/15,Bletcher,43.6656716,-79.3798986,857,,,M4Y1H8,ON
1215-700 ONTARIO ST,11/3/98,TORONTO,Canada,lgiannassig1@joomla.org,Lane,6/19/17,Giannassi,43.6702404,-79.3735388,780,4,515-228-3956,M4X1N2,ON
1215-700 ONTARIO ST,3/1/95,TORONTO,Canada,lvickorsg2@toplist.cz,Leese,8/26/16,Vickors,43.6702404,-79.3735388,894,8,813-432-0285,M4X1N2,ON
688 MILVERTON BLVD,3/4/91,TORONTO,Canada,rcharmang3@sphinn.com,Reinold,12/8/17,Charman,43.6888399,-79.3153377,197,8,202-284-0768,M4C1X9,ON
3-136 SCARBOROUGH RD,4/4/93,TORONTO,Canada,anisuisg4@a8.net,Aleta,11/28/17,Nisuis,43.6774388,-79.2861264,385,6,714-854-1940,M4E3M6,ON
53 WROXETER AVE,9/21/90,TORONTO,Canada,fredgroveg5@vimeo.com,Fayth,10/24/17,Redgrove,43.6751437,-79.3426316,579,9,316-838-3606,M4J1E7,ON
216-66 ISABELLA ST,4/3/92,TORONTO,Canada,mshulverg6@foxnews.com,Mariya,9/26/15,Shulver,43.668435,-79.3828598,662,3,302-910-0947,M4Y1N3,ON
512-45 SUNRISE AVE,1/28/85,NORTH YORK,Canada,fyarrallg7@marriott.com,Freeman,11/11/15,Yarrall,43.71833,-79.3033759,91,9,212-536-5146,M4A2S3,ON
921 GREENWOOD AVE,4/26/80,TORONTO,Canada,dvolksg8@blogtalkradio.com,Drake,1/8/16,Volks,43.6849846,-79.3334964,952,4,816-139-0779,M4J4C2,ON
18 THURSTON RD,1/20/99,TORONTO,Canada,bspaxmang9@e-recht24.de,Burty,7/4/15,Spaxman,43.7046297,-79.3799568,862,9,757-679-7228,M4S2V7,ON
71 BOARDWALK DR,11/14/88,TORONTO,Canada,bdulakega@mysql.com,Barty,10/17/16,Dulake,43.6648653,-79.3069463,934,9,864-994-1881,M4L3Z4,ON
158 CRESCENT RD UNIT 305,12/1/86,TORONTO,Canada,athurlinggb@shinystat.com,Adelice,4/25/17,Thurling,43.6786223,-79.3797706,962,7,515-555-1719,M4W1V2,ON
123 EGLINTON AVE E GPH4,,TORONTO,,trodbournegc@mozilla.org,Terrance,12/6/16,Rodbourne,43.7074846,-79.3932763,587,,,M4P1J2,ON
123 EGLINTON AVE E GPH4,9/5/83,TORONTO,Canada,hisetongd@ucoz.ru,Halimeda,9/4/15,Iseton,43.7074846,-79.3932763,316,4,626-961-2491,M4P1J2,ON
124 BROADWAY AVE APT   208,2/28/96,TORONTO,Canada,iannearge@buzzfeed.com,Inglebert,10/27/15,Annear,43.7114181,-79.3925726,339,4,773-321-4430,M4P1V8,ON
2007-50 CAMBRIDGE AVE,6/15/87,TORONTO,Canada,mmuddlegf@chron.com,Morna,10/20/15,Muddle,43.6775225,-79.3605945,987,5,321-542-9239,M4K2L3,ON
263 BOSTON AVE,11/1/89,TORONTO,Canada,hclawsleygg@timesonline.co.uk,Holly,11/5/16,Clawsley,43.667007,-79.3408763,155,9,504-866-2454,M4M2V4,ON
